volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,eruption_count,country-code
221260,Butajiri-Silti Field,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.05,38.35,2281,Rift zone / Continental crust (>25 km),Evidence Credible,431631,431631,889323,7096283,0,231
264001,Buyan-Bratan,Caldera,Unknown,Indonesia,Indonesia,Lesser Sunda Islands,-8.283,115.133,2244,Subduction zone / Continental crust (>25 km),Evidence Credible,333333,333333,935879,4355947,0,360
272050,Cabalían,Stratovolcano,1820,Philippines,Philippines and SE Asia,Central Philippines,10.285,125.218,912,Subduction zone / Continental crust (>25 km),Eruption Dated,26511,88767,277950,2091362,1,608
357112,Caburgua-Huelemolle,Pyroclastic cone,-5050,Chile,South America,Central Chile and Argentina,-39.25,-71.75,1652,Subduction zone / Continental crust (>25 km),Eruption Dated,5951,5951,17774,521553,0,152
273090,Cagua,Stratovolcano,1860,Philippines,Philippines and SE Asia,Luzon,18.222,122.123,1133,Subduction zone / Continental crust (>25 km),Eruption Observed,99,1137,34018,1480952,1,608
357042,Calabozos,Caldera,Unknown,Chile,South America,Central Chile and Argentina,-35.558,-70.496,3508,Subduction zone / Continental crust (>25 km),Evidence Credible,550,550,1023,305637,0,152
210040,Calatrava Volcanic Field,Pyroclastic cone,-3600,Spain,Mediterranean and Western Asia,Western Europe,38.87,-4.02,1117,Intraplate / Continental crust (>25 km),Eruption Dated,197199,197199,197199,774386,0,724
358020,Calbuco,Stratovolcano,2015,Chile,South America,Southern Chile and Argentina,-41.33,-72.618,1974,Subduction zone / Continental crust (>25 km),Eruption Observed,70,871,32265,575233,17,152
357091,Callaqui,Stratovolcano,1980,Chile,South America,Central Chile and Argentina,-37.92,-71.45,3164,Subduction zone / Continental crust (>25 km),Eruption Observed,56,294,4354,400426,7,152
224010,Cameroon,Stratovolcano,2000,Cameroon,Africa and Red Sea,Africa (western),4.203,9.17,4095,Intraplate / Continental crust (>25 km),Eruption Observed,328,26053,417460,3079036,18,120
271080,Camiguin,Stratovolcano,1953,Philippines,Philippines and SE Asia,Mindanao,9.203,124.673,1552,Subduction zone / Continental crust (>25 km),Eruption Observed,12173,51587,92178,2871353,6,608
274010,Camiguin de Babuyanes,Stratovolcano,1857,Philippines,Philippines and SE Asia,North of Luzon,18.83,121.86,712,Subduction zone / Crustal thickness unknown,Eruption Observed,876,1066,1369,409653,1,608
211010,Campi Flegrei,Caldera,1538,Italy,Mediterranean and Western Asia,Italy,40.827,14.139,458,Subduction zone / Continental crust (>25 km),Eruption Observed,2234109,2234109,3006865,6019697,2,380
211070,Campi Flegrei del Mar di Sicilia,Submarine,1867,Italy,Mediterranean and Western Asia,Italy,37.1,12.7,-8,Rift zone / Continental crust (>25 km),Eruption Observed,230578,230578,230578,633350,7,380
390100,Candlemas Island,Stratovolcano,1911,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-57.08,-26.67,550,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,3,826
357140,Carran-Los Venados,Pyroclastic cone,1979,Chile,South America,Central Chile and Argentina,-40.35,-72.07,1114,Subduction zone / Continental crust (>25 km),Eruption Observed,4840,4840,9001,452820,3,152
327110,Carrizozo,Pyroclastic cone,-3250,United States,Canada and Western USA,USA (New Mexico),33.78,-105.93,1731,Rift zone / Continental crust (>25 km),Eruption Dated,2,11,2596,89711,0,840
352006,Cayambe,Compound,1786,Ecuador,South America,Ecuador,0.029,-77.986,5790,Subduction zone / Continental crust (>25 km),Eruption Observed,70,1148,109630,3154986,8,218
320811,Cayley Volcanic Field,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,50.12,-123.28,2375,Subduction zone / Continental crust (>25 km),Evidence Credible,0,0,0,0,0,124
358012,Cayutue-La Vigueria,Pyroclastic cone,-190,Chile,South America,Southern Chile and Argentina,-41.25,-72.27,506,Subduction zone / Continental crust (>25 km),Eruption Dated,1737,1737,5482,451311,0,152
341030,Ceboruco,Stratovolcano,1875,Mexico,México and Central America,Mexico,21.125,-104.508,2280,Subduction zone / Continental crust (>25 km),Eruption Observed,616,30319,93057,1282014,3,484
222010,Central Island,Tuff cone,Unknown,Kenya,Africa and Red Sea,Africa (eastern),3.496,36.04,518,Rift zone / Continental crust (>25 km),Evidence Credible,28,28,10253,216485,1,404
263170,Cereme,Stratovolcano,1951,Indonesia,Indonesia,Java,-6.895,108.408,3039,Subduction zone / Continental crust (>25 km),Eruption Observed,915,67377,3058015,25718820,7,360
352022,Chacana,Caldera,1773,Ecuador,South America,Ecuador,-0.375,-78.25,4643,Subduction zone / Continental crust (>25 km),Eruption Observed,81716,81716,348743,3292546,2,218
290030,Chachadake [Tiatia],Stratovolcano,1981,Japan - administered by Russia,Kuril Islands,Kuril Islands,44.353,146.252,1822,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,3,223,896,16275,6,0
354007,"Chachani, Nevado",Stratovolcano,Unknown,Peru,South America,Peru,-16.191,-71.53,6057,Subduction zone / Continental crust (>25 km),Evidence Uncertain,97,1182,887176,1032411,0,604
352002,Chachimbiro,Stratovolcano,-3740,Ecuador,South America,Ecuador,0.468,-78.287,4106,Subduction zone / Continental crust (>25 km),Eruption Dated,125,5299,356162,3253458,0,218
210020,Chaine des Puys,Lave dome,-4040,France,Mediterranean and Western Asia,Western Europe,45.775,2.97,1464,Rift zone / Continental crust (>25 km),Eruption Dated,323392,323392,427221,1577243,0,250
305060,Changbaishan,Stratovolcano,1903,China-North Korea,Kamchatka and Mainland Asia,China (eastern),41.98,128.08,2744,Intraplate / Continental crust (>25 km),Eruption Observed,268,1833,29476,1660355,6,0
300273,Cherpuk Group,Pyroclastic cone,-4550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.55,157.47,1868,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,32,3323,0,643
341080,Chichinautzin,Volcanic field,400,Mexico,México and Central America,Mexico,19.08,-99.13,3930,Subduction zone / Continental crust (>25 km),Eruption Dated,584725,584725,4061942,28030794,0,484
341120,"Chichon, El",Lave dome,1982,Mexico,México and Central America,Mexico,17.36,-93.228,1150,Subduction zone / Continental crust (>25 km),Eruption Observed,3759,11000,143015,3570632,4,484
312110,Chiginagak,Stratovolcano,1998,United States,Alaska,Alaska Peninsula,57.135,-156.99,2221,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,0,52,4,840
290360,Chikurachki,Stratovolcano,2016,Russia,Kuril Islands,Kuril Islands,50.324,155.461,1781,Subduction zone / Continental crust (>25 km),Eruption Observed,0,65,527,2492,19,643
351110,Chiles-Cerro Negro,Stratovolcano,1936,Colombia-Ecuador,South America,Colombia,0.817,-77.938,4698,Subduction zone / Continental crust (>25 km),Evidence Uncertain,977,4573,151519,1826460,1,0
357070,"Chillan, Nevados de",Stratovolcano,2020,Chile,South America,Central Chile and Argentina,-36.868,-71.378,3180,Subduction zone / Continental crust (>25 km),Eruption Observed,68,371,3733,512325,28,152
343090,Chinameca,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.478,-88.33,1300,Subduction zone / Continental crust (>25 km),Evidence Credible,14998,89206,824983,4897760,0,222
342170,Chingo,Stratovolcano,Unknown,Guatemala-El Salvador,México and Central America,Guatemala,14.12,-89.73,1775,Subduction zone / Continental crust (>25 km),Evidence Credible,330595,330595,867678,7235923,0,0
342200,Chiquimula Volcanic Field,Pyroclastic cone,Unknown,Guatemala,México and Central America,Guatemala,14.83,-89.55,1192,Subduction zone / Continental crust (>25 km),Evidence Credible,240892,240892,412617,3740914,0,320
290090,Chirippusan [Chirip],Stratovolcano,1860,Japan - administered by Russia,Kuril Islands,Kuril Islands,45.338,147.92,1587,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,77,372,1125,4810,2,0
290150,Chirpoi,Caldera,2016,Russia,Kuril Islands,Kuril Islands,46.532,150.871,742,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1,1,3,491,9,643
283220,Chokaisan,Stratovolcano,1974,Japan,"Japan, Taiwan, Marianas",Honshu,39.099,140.049,2236,Subduction zone / Continental crust (>25 km),Eruption Observed,131,707,185681,2301576,11,392
306020,Ch'uga-ryong,Shield,Unknown,North Korea-South Korea,Kamchatka and Mainland Asia,Korea,38.33,127.33,452,Intraplate / Continental crust (>25 km),Evidence Uncertain,1668,23030,262911,15245593,0,0
222130,Chyulu Hills,Volcanic field,1855,Kenya,Africa and Red Sea,Africa (eastern),-2.68,37.88,2188,Rift zone / Continental crust (>25 km),Eruption Dated,14889,14889,91280,1784980,2,404
322150,Cinnamon Butte,Pyroclastic cone,Unknown,United States,Canada and Western USA,USA (Oregon),43.241,-122.108,1956,Subduction zone / Continental crust (>25 km),Evidence Uncertain,113,113,913,69577,0,840
323100,Clear Lake,Volcanic field,Unknown,United States,Canada and Western USA,USA (California),38.97,-122.77,1439,Subduction zone / Continental crust (>25 km),Evidence Credible,52801,52801,71791,1059280,0,840
331030,Cleft Segment,Submarine,1986,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.83,-130.3,-2140,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,2,0
343041,Coatepeque Caldera,Caldera,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.87,-89.55,746,Subduction zone / Continental crust (>25 km),Evidence Credible,616730,616730,1210307,6486011,0,222
331020,CoAxial Segment,Submarine,1993,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.52,-129.58,-2400,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,2,0
234050,"Cochons, Ile aux",Stratovolcano,Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-46.1,50.23,775,Rift zone / Oceanic crust (< 15 km),Evidence Credible,0,0,0,0,0,250
341096,Cofre de Perote,Shield,1150,Mexico,México and Central America,Mexico,19.492,-97.15,4282,Subduction zone / Continental crust (>25 km),Eruption Dated,658,18638,885440,4907992,1,484
341040,Colima,Stratovolcano,2019,Mexico,México and Central America,Mexico,19.514,-103.62,3850,Subduction zone / Continental crust (>25 km),Eruption Observed,76,746,303490,1494790,61,484
211004,Colli Albani,Caldera,Unknown,Italy,Mediterranean and Western Asia,Italy,41.73,12.7,949,Subduction zone / Continental crust (>25 km),Evidence Uncertain,897039,897039,2962194,5330273,0,380
341012,Comondu-La Purisima,Volcanic field,Unknown,Mexico,México and Central America,Mexico,26.0,-111.92,780,Rift zone / Continental crust (>25 km),Evidence Uncertain,1033,1033,2365,43271,0,484
344120,Concepcion,Stratovolcano,2011,Nicaragua,México and Central America,Nicaragua,11.538,-85.622,1700,Subduction zone / Continental crust (>25 km),Eruption Observed,14072,28900,92378,2266903,33,558
357090,Copahue,Stratovolcano,2019,Chile-Argentina,South America,Central Chile and Argentina,-37.856,-71.183,2953,Subduction zone / Continental crust (>25 km),Eruption Observed,88,555,3042,138414,16,0
221290,Corbetti Caldera,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.193,38.39,2320,Rift zone / Continental crust (>25 km),Evidence Credible,565206,565206,1171948,9794061,1,231
355101,Cordon de Puntas Negras,Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,Subduction zone / Continental crust (>25 km),Evidence Credible,0,0,217,5798,0,152
382002,Corvo,Stratovolcano,Unknown,Portugal,Atlantic Ocean,Azores,39.699,-31.111,718,Intraplate / Oceanic crust (< 15 km),Evidence Credible,516,516,1517,5340,0,620
344010,Cosiguina,Stratovolcano,1859,Nicaragua,México and Central America,Nicaragua,12.98,-87.57,872,Subduction zone / Continental crust (>25 km),Eruption Observed,143,4114,18876,2179830,7,558
352050,Cotopaxi,Stratovolcano,2016,Ecuador,South America,Ecuador,-0.677,-78.436,5911,Subduction zone / Continental crust (>25 km),Eruption Observed,251,7299,152139,3631492,63,218
358025,Crater Basalt Volcanic Field,Pyroclastic cone,Unknown,Argentina,South America,Southern Chile and Argentina,-42.018,-70.194,1344,Intraplate / Continental crust (>25 km),Evidence Credible,448,448,1140,20539,0,32
322160,Crater Lake,Caldera,-2850,United States,Canada and Western USA,USA (Oregon),42.93,-122.12,2487,Subduction zone / Continental crust (>25 km),Eruption Dated,52,52,366,272674,0,840
324020,Craters of the Moon,Pyroclastic cone,-130,United States,Canada and Western USA,USA (Idaho),43.42,-113.5,2005,Rift zone / Continental crust (>25 km),Eruption Dated,15,15,1459,93300,0,840
272010,Cuernos de Negros,Complex,Unknown,Philippines,Philippines and SE Asia,Central Philippines,9.25,123.17,1862,Subduction zone / Continental crust (>25 km),Unrest / Holocene,1458,39681,531644,2960980,0,608
352003,Cuicocha,Caldera,650,Ecuador,South America,Ecuador,0.308,-78.364,3246,Subduction zone / Continental crust (>25 km),Eruption Dated,178815,178815,364146,3193683,0,218
342111,Cuilapa-Barbarena,Volcanic field,Unknown,Guatemala,México and Central America,Guatemala,14.33,-90.4,1454,Subduction zone / Continental crust (>25 km),Evidence Credible,119602,119602,987252,6943297,0,320
351100,Cumbal,Stratovolcano,1926,Colombia,South America,Colombia,0.95,-77.87,4764,Subduction zone / Continental crust (>25 km),Eruption Observed,1405,10206,244853,1800919,2,170
341098,"Cumbres,  Las",Stratovolcano,-3920,Mexico,México and Central America,Mexico,19.15,-97.27,3940,Subduction zone / Continental crust (>25 km),Eruption Dated,113,1923,315004,6365085,0,484
221113,Dabbahu,Stratovolcano,2005,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.595,40.48,1401,Rift zone / Intermediate crust (15-25 km),Eruption Observed,204,1150,36494,540735,1,231
221114,Dabbayra,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.38,40.07,1302,Rift zone / Intermediate crust (15-25 km),Evidence Credible,804,3324,47053,1946949,0,231
252040,Dakataua,Caldera,1895,Papua New Guinea,Melanesia and Australia,New Britain,-5.094,150.094,408,Subduction zone / Continental crust (>25 km),Eruption Dated,1147,1147,3743,113954,1,598
221141,Dama Ali,Shield,1631,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.28,41.63,1068,Rift zone / Intermediate crust (15-25 km),Eruption Observed,24,1944,40013,353949,1,231
232010,Damavand,Stratovolcano,-5350,Iran,Middle East and Indian Ocean,Middle East (western),35.951,52.109,5670,Intraplate / Continental crust (>25 km),Eruption Dated,27,2295,59171,11945981,0,364
303040,Dariganga Volcanic Field,Pyroclastic cone,Unknown,Mongolia,Kamchatka and Mainland Asia,Mongolia,45.754,114.279,1778,Intraplate / Continental crust (>25 km),Evidence Credible,18247,18247,18247,25280,0,496
353030,Darwin,Shield,1813,Ecuador,South America,Galapagos Islands,-0.18,-91.28,1330,Rift zone / Oceanic crust (< 15 km),Eruption Dated,190,190,343,2366,2,218
261210,"Daun, Bukit",Stratovolcano,Unknown,Indonesia,Indonesia,Sumatra,-3.38,102.37,2467,Subduction zone / Continental crust (>25 km),Unrest / Holocene,4088,42410,425096,2318233,0,360
322100,Davis Lake,Volcanic field,-2790,United States,Canada and Western USA,USA (Oregon),43.57,-121.82,2163,Subduction zone / Continental crust (>25 km),Eruption Dated,1440,1440,7483,164597,0,840
253060,Dawson Strait Group,Volcanic field,1350,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.62,150.88,500,Subduction zone / Continental crust (>25 km),Eruption Dated,5388,5388,7721,80476,1,598
390030,Deception Island,Caldera,1970,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-63.001,-60.652,602,Intraplate / Continental crust (>25 km),Eruption Observed,0,0,0,0,17,10
261230,Dempo,Stratovolcano,2017,Indonesia,Indonesia,Sumatra,-4.016,103.121,3142,Subduction zone / Continental crust (>25 km),Eruption Observed,124,9613,96058,2307584,28,360
357050,Descabezado Grande,Stratovolcano,1933,Chile,South America,Central Chile and Argentina,-35.58,-70.75,3953,Subduction zone / Continental crust (>25 km),Eruption Observed,39,142,3454,704116,1,152
322120,Devils Garden,Volcanic field,Unknown,United States,Canada and Western USA,USA (Oregon),43.512,-120.861,1698,Rift zone / Continental crust (>25 km),Evidence Uncertain,51,51,287,162601,0,840
231120,"Dhamar, Harras of",Volcanic field,1937,Yemen,Middle East and Indian Ocean,Middle East (southern),14.57,44.67,3500,Intraplate / Continental crust (>25 km),Eruption Observed,791276,791276,791276,5778965,1,887
360080,"Diables, Morne aux",Lave dome,Unknown,Dominica,West Indies,West Indies,15.612,-61.43,861,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,8048,12036,33148,479470,0,212
360090,"Diablotins, Morne",Stratovolcano,Unknown,Dominica,West Indies,West Indies,15.503,-61.397,1430,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,423,9775,69935,513702,0,212
322170,Diamond Craters,Volcanic field,-5610,United States,Canada and Western USA,USA (Oregon),43.1,-118.75,1435,Rift zone / Continental crust (>25 km),Eruption Dated,66,66,136,6969,0,840
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,28,360
300022,Diky Greben,Lave dome,350,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.452,156.978,1040,Subduction zone / Continental crust (>25 km),Eruption Dated,0,56,544,4568,0,643
357067,Domuyo,Stratovolcano,Unknown,Argentina,South America,Central Chile and Argentina,-36.638,-70.432,4702,Subduction zone / Continental crust (>25 km),Evidence Uncertain,1,34,1425,30006,0,32
221100,Dubbi,Stratovolcano,1861,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.579,41.809,1625,Rift zone / Intermediate crust (15-25 km),Eruption Observed,0,0,18,14867,4,232
268010,Dukono,Complex,2020,Indonesia,Indonesia,Halmahera,1.693,127.894,1229,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1575,3348,101506,393070,5,360
